GeneSymbol,PSL
NLRP1,Cytosol
NLRP1,Nucleus
NMES1,Nucleus
DPY30,Nucleus
DPY30,Golgi apparatus
FOXQ1,Nucleus
TRIM15,Nucleus
TRIM7,Nucleus
TRIM7,Golgi apparatus
TRIM4,Cytosol
TRIM4,Plasma membrane
INO80B,Nucleolus
LRRCC1,Centrosome
ZFHX2,Nucleus
FTO,Nucleus
FTO,Cytosol
FTO,Plasma membrane
ZDHHC5,Plasma membrane
TNKS1BP1,Nucleus
TNKS1BP1,Plasma membrane
CIPC,Nucleolus
CIPC,Cytosol
AMBRA1,Mitochondrion
AMBRA1,Nucleus
AMBRA1,Endoplasmic reticulum
AMBRA1,Cytosol
UBE2O,Nucleus
UBE2O,Cytosol
CEP295,Centrosome
CEP295,Cytosol
CEP295,Plasma membrane
ZNF518B,Nucleus
XPO4,Nucleus
XPO4,Cytosol
LNPK,Endoplasmic reticulum
CEP44,Centrosome
ZNF436,Cytosol
TTYH3,Plasma membrane
ARHGAP39,Nucleus
SRCIN1,Actin cytoskeleton
WDR33,Nucleus
SLC39A8,Plasma membrane
STRADB,Nucleus
STRADB,Cytosol
WDR12,Nucleolus
YIPF3,Golgi apparatus
YIPF3,Plasma membrane
OR8D2,Plasma membrane
ACTR6,Nucleolus
TGIF2,Centrosome
NRSN2,Plasma membrane
PITHD1,Nucleus
VN1R1,Plasma membrane
IMUP,Nucleus
IMUP,Nucleolus
IMUP,Cytosol
IMUP,Plasma membrane
DERL2,Endoplasmic reticulum
COMMD5,Cytosol
NMUR2,Plasma membrane
MAP1LC3B,Mitochondrion
SENP6,Cytosol
REXO4,Nucleolus
ELOVL4,Endoplasmic reticulum
DDX24,Nucleolus
SKIC8,Nucleus
SKIC8,Cytosol
CHST5,Golgi apparatus
SLIRP,Nucleus
SLIRP,Mitochondrion
CCDC90B,Mitochondrion
EGLN1,Cytosol
MCOLN1,Lysosome
MCOLN1,Golgi apparatus
CTDSP1,Nucleus
PSME3IP1,Nucleus
ANKRD2,Nucleus
ANKRD2,Cytosol
SLC5A7,Plasma membrane
EIF5A2,Nucleus
WWTR1,Nucleus
WWTR1,Cytosol
WWTR1,Plasma membrane
SCAND2P,Nucleus
ZNF350,Nucleus
AICDA,Nucleus
AICDA,Cytosol
PBOV1,Cytosol
COA1,Mitochondrion
COA1,Cytosol
LAT2,Plasma membrane
MFF,Mitochondrion
MFF,Peroxisome
NAA50,Nucleus
NAA50,Nucleolus
NAA50,Cytosol
GFRA4,Plasma membrane
UBA5,Nucleus
UBA5,Golgi apparatus
UBA5,Cytosol
LHPP,Nucleus
LHPP,Cytosol
NACA2,Nucleus
ADAM19,Nucleus
SLC22A4,Mitochondrion
SPRTN,Nucleus
TMEM126A,Mitochondrion
TMEM126A,Plasma membrane
MAF1,Nucleus
MAF1,Cytosol
PAIP1,Cytosol
KATNBL1,Nucleus
KATNBL1,Nucleolus
MIS12,Nucleus
RAB33B,Golgi apparatus
LSG1,Endoplasmic reticulum
LSG1,Cytosol
IQCG,Cytosol
IQCG,Actin cytoskeleton
NAT10,Nucleolus
RNF32,Cytosol
COMMD4,Nucleus
COMMD4,Cytosol
COMMD4,Plasma membrane
IQCN,Nucleus
IQCN,Mitochondrion
KLC2,Mitochondrion
KLC2,Cytosol
KLC2,Plasma membrane
SLC25A31,Nucleus
SLC25A31,Mitochondrion
SLC25A31,Plasma membrane
TMEM117,Endoplasmic reticulum
TMEM117,Plasma membrane
BTBD1,Cytosol
XRN2,Nucleolus
USP44,Nucleus
BRD8,Nucleus
BRD8,Mitochondrion
RNF38,Nucleus
SHARPIN,Cytosol
NSRP1,Nucleus
INTS2,Nucleus
RACGAP1,Nucleus
ENKD1,Centrosome
WWP1,Nucleus
WWP1,Plasma membrane
RAB6C,Nucleus
RAB6C,Golgi apparatus
RAB6C,Centrosome
RAB6C,Cytosol
PCBD2,Nucleus
NT5C3A,Endoplasmic reticulum
NT5C3A,Cytosol
FXYD6,Plasma membrane
AP5M1,Lysosome
AP5M1,Cytosol
GBP3,Cytosol
QRSL1,Mitochondrion
GABARAPL1,Endoplasmic reticulum
GABARAPL1,Golgi apparatus
DDX47,Nucleolus
MAGT1,Endoplasmic reticulum
RAB1B,Golgi apparatus
MRPL18,Mitochondrion
TSPYL1,Nucleolus
LMAN2L,Golgi apparatus
CCDC8,Centrosome
CCDC8,Cytosol
CCDC8,Plasma membrane
THAP2,Nucleolus
C11ORF54,Nucleus
RNF208,Cytosol
GZF1,Nucleolus
DNTTIP1,Nucleus
DNTTIP1,Nucleolus
ING2,Nucleus
ALX4,Nucleus
STMN4,Golgi apparatus
ZBP1,Nucleus
ZBP1,Cytosol
ABCG4,Plasma membrane
SIL1,Endoplasmic reticulum
CSRNP2,Nucleus
SDCBP2,Nucleolus
SDCBP2,Golgi apparatus
SDCBP2,Cytosol
SDCBP2,Plasma membrane
METTL9,Endoplasmic reticulum
METTL9,Mitochondrion
NXF5,Nucleus
UNC93B1,Endoplasmic reticulum
TRPV6,Plasma membrane
NUCKS1,Nucleus
NUCKS1,Nucleolus
TMX4,Endoplasmic reticulum
KIF13A,Centrosome
ASCC2,Nucleus
UPF3A,Cytosol
RBSN,Cytosol
RBSN,Plasma membrane
ISCU,Mitochondrion
ISCU,Cytosol
OSBPL2,Cytosol
DUSP15,Cytosol
DUSP15,Plasma membrane
MYLK2,Nucleus
SLC25A51,Mitochondrion
SLC6A17,Plasma membrane
OPN3,Plasma membrane
WDR13,Plasma membrane
EPN3,Nucleus
MED28,Nucleus
CDT1,Nucleus
EHD4,Endoplasmic reticulum
GBA3,Cytosol
CDH23,Centrosome
OR51E2,Plasma membrane
VPS33B,Lysosome
VPS33B,Golgi apparatus
VPS16,Lysosome
VPS11,Lysosome
DCSTAMP,Plasma membrane
SH3BGRL3,Cytosol
CXCL16,Plasma membrane
SLC25A32,Mitochondrion
TRIOBP,Nucleus
TRIOBP,Centrosome
TRIOBP,Actin cytoskeleton
EPC1,Nucleus
EPC1,Nucleolus
TSPYL2,Nucleus
TSPYL2,Nucleolus
BLZF1,Nucleus
BLZF1,Golgi apparatus
SLC38A1,Plasma membrane
PDCL3,Endoplasmic reticulum
PDCL3,Cytosol
TNKS2,Nucleus
TAOK3,Plasma membrane
RAB3GAP2,Cytosol
RAB3GAP2,Plasma membrane
KCNN2,Plasma membrane
DHX36,Nucleus
DHX36,Mitochondrion
DHX36,Cytosol
PPA2,Mitochondrion
MRPL46,Mitochondrion
HIPK2,Nucleus
ZNF106,Nucleolus
SLCO5A1,Plasma membrane
PARL,Nucleus
PARL,Mitochondrion
CDIP1,Nucleus
RHBG,Plasma membrane
TTYH1,Plasma membrane
VCX,Nucleus
VCX,Nucleolus
EPB41L4B,Cytosol
EPB41L4B,Plasma membrane
FOXP1,Nucleus
PABPC3,Cytosol
TP63,Nucleus
KCTD10,Cytosol
TRIT1,Mitochondrion
TCEAL2,Nucleus
MTRFR,Mitochondrion
GHITM,Mitochondrion
BOLA2,Nucleus
MMADHC,Cytosol
MMADHC,Mitochondrion
NELFA,Cytosol
NELFA,Nucleus
ACBD3,Mitochondrion
ACBD3,Golgi apparatus
CDC42EP4,Plasma membrane
CDC42EP4,Actin cytoskeleton
CENPH,Nucleus
CENPH,Nucleolus
TMPRSS5,Plasma membrane
PTPN23,Nucleus
UNC45A,Golgi apparatus
UNC45A,Cytosol
DNAJC5,Mitochondrion
DNAJC5,Golgi apparatus
DNAJC5,Plasma membrane
DSN1,Nucleolus
DSN1,Cytosol
HIPK3,Cytosol
HIPK3,Plasma membrane
C1ORF198,Cytosol
CHMP4B,Nucleus
CHMP4B,Plasma membrane
FZD8,Golgi apparatus
CUEDC2,Cytosol
RBKS,Nucleus
POFUT1,Endoplasmic reticulum
PIGU,Plasma membrane
MAP1LC3A,Cytosol
TOR3A,Endoplasmic reticulum
WNK1,Nucleus
WNK1,Cytosol
GOLPH3L,Golgi apparatus
GOLPH3L,Cytosol
GOLPH3,Mitochondrion
GOLPH3,Golgi apparatus
GOLPH3,Cytosol
GOLPH3,Plasma membrane
OSGEPL1,Mitochondrion
PLK3,Nucleus
PLK3,Nucleolus
PLK3,Centrosome
SAV1,Nucleus
SAV1,Cytosol
NXF3,Nucleus
RHOJ,Plasma membrane
DEF6,Cytosol
DEF6,Plasma membrane
EPB41L1,Plasma membrane
FAM83D,Cytosol
ZHX3,Nucleus
SERHL2,Peroxisome
SMDT1,Mitochondrion
RIBC2,Nucleus
SENP3,Nucleolus
OSBPL3,Cytosol
OSBPL3,Plasma membrane
PRDM12,Nucleus
ZSCAN16,Nucleus
EBF3,Nucleus
RGCC,Nucleus
RGCC,Nucleolus
RGCC,Centrosome
PCIF1,Nucleus
ESF1,Nucleolus
BANF2,Nucleus
KLHL31,Nucleus
HEATR1,Nucleolus
HEATR1,Mitochondrion
DUSP21,Nucleus
SUV39H2,Nucleus
ELOVL6,Endoplasmic reticulum
TAF1D,Nucleolus
TAF1D,Cytosol
RABEP2,Centrosome
RABEP2,Cytosol
PDZD7,Nucleus
TFB2M,Mitochondrion
ZCCHC4,Nucleolus
CDCP1,Plasma membrane
STEEP1,Endoplasmic reticulum
STEEP1,Nucleus
STEEP1,Centrosome
CIAO2A,Cytosol
SLITRK6,Plasma membrane
FAM124B,Mitochondrion
ZNF576,Nucleus
PIF1,Mitochondrion
NSUN3,Mitochondrion
IGFLR1,Plasma membrane
STN1,Nucleus
DENND2D,Cytosol
CLMP,Plasma membrane
EPHX3,Endoplasmic reticulum
XKR8,Plasma membrane
HAUS4,Centrosome
CCDC134,Nucleus
CCDC134,Endoplasmic reticulum
CCDC134,Cytosol
TUT1,Nucleolus
TUT1,Cytosol
CCDC86,Nucleus
CCDC86,Nucleolus
REEP4,Endoplasmic reticulum
SOX17,Nucleus
ILRUN,Nucleus
ILRUN,Centrosome
ILRUN,Cytosol
OPA3,Mitochondrion
RETREG1,Nucleolus
RETREG1,Endoplasmic reticulum
SLA2,Golgi apparatus
DHX33,Nucleus
DHX33,Nucleolus
ACSS3,Mitochondrion
NOL6,Nucleolus
NOL6,Mitochondrion
ZDHHC6,Endoplasmic reticulum
YTHDC2,Endoplasmic reticulum
EPS8L2,Centrosome
EPS8L2,Cytosol
ESRP2,Nucleus
RPAP3,Cytosol
BCAS3,Nucleus
LDAH,Endoplasmic reticulum
RIOX1,Nucleolus
TMEM134,Cytosol
WDR55,Nucleolus
RNF167,Lysosome
RNF167,Cytosol
RNF167,Plasma membrane
RANBP3,Nucleus
EGLN3,Nucleus
EGLN3,Cytosol
DCTPP1,Nucleus
DCTPP1,Mitochondrion
DCTPP1,Cytosol
ELAC1,Nucleus
ELAC1,Cytosol
SH2D4A,Cytosol
EXO5,Nucleus
EXO5,Cytosol
PEAK1,Cytosol
PEAK1,Actin cytoskeleton
RPF2,Nucleolus
SMYD3,Nucleus
SMYD3,Cytosol
DOCK5,Cytosol
DOCK5,Plasma membrane
WDR26,Nucleus
WDR26,Mitochondrion
WDR26,Cytosol
TDRD3,Nucleus
TDRD3,Golgi apparatus
TDRD3,Cytosol
SUDS3,Nucleus
SUDS3,Cytosol
VSIR,Plasma membrane
SCAF1,Nucleus
MVB12B,Nucleus
MVB12B,Cytosol
MVB12B,Plasma membrane
ZNF703,Nucleus
AUNIP,Nucleus
AUNIP,Centrosome
IFT22,Centrosome
NRDE2,Nucleus
NRDE2,Nucleolus
KAT8,Nucleus
KAT8,Mitochondrion
PTGES2,Nucleus
PTGES2,Mitochondrion
PTGES2,Cytosol
PACC1,Plasma membrane
DCLRE1B,Centrosome
METTL8,Nucleus
METTL8,Mitochondrion
UBE2Z,Nucleus
UBE2Z,Cytosol
GEMIN7,Cytosol
ACAD9,Nucleus
ACAD9,Mitochondrion
VCPKMT,Cytosol
YY1AP1,Nucleus
YY1AP1,Nucleolus
RMND5A,Nucleus
TTC12,Centrosome
ZMAT4,Nucleus
KAT14,Nucleus
ZNF430,Nucleus
NOL11,Nucleolus
DDX31,Nucleolus
DDX31,Golgi apparatus
TMT1A,Endoplasmic reticulum
TMT1A,Cytosol
PAAT,Mitochondrion
BRD9,Nucleus
EVA1A,Plasma membrane
ZNF395,Nucleus
ZNF395,Cytosol
SRD5A3,Endoplasmic reticulum
CCNP,Nucleus
AKTIP,Plasma membrane
ECT2,Nucleus
ECT2,Centrosome
ECT2,Cytosol
PLEKHF2,Endoplasmic reticulum
TRIM45,Cytosol
ZDHHC11,Endoplasmic reticulum
GORASP2,Golgi apparatus
REEP1,Endoplasmic reticulum
JPT2,Nucleus
JPT2,Cytosol
JPT2,Plasma membrane
PSTPIP2,Cytosol
MED20,Nucleus
ZNF702P,Nucleus
WDR76,Nucleus
ACTR8,Nucleus
ACTR8,Centrosome
MARCHF7,Centrosome
MARCHF7,Nucleus
PANK3,Cytosol
CNOT10,Nucleus
EHMT1,Nucleus
SFXN1,Mitochondrion
VIPAS39,Golgi apparatus
ZNF408,Nucleus
ANKRA2,Cytosol
COG4,Cytosol
ACTR5,Nucleus
AGO3,Cytosol
VPS37B,Plasma membrane
MRPL44,Mitochondrion
MRPL44,Plasma membrane
ERVMER34-1,Plasma membrane
ISG20L2,Nucleolus
KANSL2,Mitochondrion
KANSL2,Cytosol
KANSL2,Plasma membrane
KANSL2,Actin cytoskeleton
AKIRIN1,Nucleus
CHODL,Centrosome
CHODL,Cytosol
UNKL,Nucleus
UNKL,Cytosol
L2HGDH,Mitochondrion
NHEJ1,Nucleus
NANOG,Nucleus
NANOG,Nucleolus
FKRP,Golgi apparatus
FKRP,Cytosol
ELP3,Nucleolus
ELP3,Cytosol
RNF122,Endoplasmic reticulum
RNF122,Golgi apparatus
RPF1,Nucleolus
POLR1B,Cytosol
LIN28A,Nucleus
LIN28A,Nucleolus
LIN28A,Cytosol
ZMAT3,Nucleolus
ZMAT3,Plasma membrane
TBC1D17,Cytosol
CARS2,Mitochondrion
RSAD1,Mitochondrion
SLC52A2,Plasma membrane
SUGCT,Mitochondrion
MEAF6,Nucleolus
MEAF6,Nucleus
SAP30L,Nucleolus
EBF2,Nucleus
NMNAT1,Nucleus
ADGRL3,Plasma membrane
C17ORF75,Golgi apparatus
C17ORF75,Cytosol
ROPN1,Nucleus
SIAE,Lysosome
PLEKHA5,Cytosol
SMURF2,Plasma membrane
UPF2,Nucleus
UPF2,Cytosol
XPO5,Nucleus
XPO5,Cytosol
GRPEL1,Mitochondrion
CLSPN,Nucleus
CLSPN,Golgi apparatus
UGT1A7,Endoplasmic reticulum
UGT1A10,Endoplasmic reticulum
UGT1A8,Endoplasmic reticulum
PRDM16,Nucleus
PRDM16,Cytosol
ELOVL3,Endoplasmic reticulum
MYG1,Nucleus
MYG1,Nucleolus
MYG1,Mitochondrion
BCL2L12,Nucleus
PLEKHA2,Nucleus
PLEKHA3,Golgi apparatus
PLEKHA3,Cytosol
PLEKHA1,Cytosol
PLEKHA1,Plasma membrane
SEBOX,Nucleus
SP110,Nucleus
ELL3,Nucleus
ELL3,Nucleolus
ELL3,Cytosol
CACYBP,Cytosol
PIDD1,Nucleus
PIDD1,Golgi apparatus
PIDD1,Cytosol
RRAGC,Nucleus
RRAGC,Lysosome
FANCE,Centrosome
TRPV4,Endoplasmic reticulum
TRPV4,Plasma membrane
CDHR5,Plasma membrane
ZFYVE1,Mitochondrion
ZFYVE1,Endoplasmic reticulum
ZFYVE1,Golgi apparatus
ATP6V0A4,Plasma membrane
LY9,Plasma membrane
PDF,Mitochondrion
RDH14,Nucleus
RDH14,Endoplasmic reticulum
RDH14,Cytosol
PARVG,Plasma membrane
PARVB,Cytosol
PARVB,Plasma membrane
PARVB,Actin cytoskeleton
CLTRN,Plasma membrane
PLGRKT,Plasma membrane
VEZT,Cytosol
SPC25,Nucleus
SPC25,Cytosol
SLC38A10,Golgi apparatus
ZNF287,Nucleus
ARNT2,Nucleus
TMEM165,Golgi apparatus
SLC25A19,Nucleus
SLC25A19,Mitochondrion
NOD2,Cytosol
NOD2,Plasma membrane
NOD2,Mitochondrion
NOD2,Golgi apparatus
EML4,Cytosol
MRM3,Mitochondrion
GLOD4,Mitochondrion
CBX8,Nucleus
SLC24A3,Plasma membrane
SENP2,Cytosol
CENPJ,Centrosome
CAPN10,Mitochondrion
CAPN10,Cytosol
GPR35,Plasma membrane
NEK6,Centrosome
NEK6,Nucleus
NEK6,Cytosol
MCCC2,Mitochondrion
ZFYVE28,Cytosol
NCOA5,Actin cytoskeleton
EPG5,Lysosome
MOV10,Cytosol
ZNF532,Nucleus
METTL14,Nucleus
ARHGEF10L,Cytosol
SMURF1,Plasma membrane
ANO8,Plasma membrane
CWC22,Nucleus
CWC22,Cytosol
NCKAP5L,Centrosome
SYTL2,Plasma membrane
MSL2,Nucleus
ANKH,Plasma membrane
RAVER2,Nucleus
AGO4,Cytosol
CHD8,Nucleus
GPAM,Plasma membrane
EPB41L5,Cytosol
EPB41L5,Plasma membrane
TRIM39,Nucleus
TRIM39,Mitochondrion
TRIM39,Cytosol
GPN1,Mitochondrion
GPN1,Cytosol
GP6,Plasma membrane
SDF2L1,Endoplasmic reticulum
CSNK1G1,Cytosol
TCF7L1,Cytosol
XAB2,Nucleus
PREB,Nucleus
BRMS1,Nucleus
SRA1,Nucleus
SRA1,Cytosol
SRA1,Plasma membrane
MRS2,Mitochondrion
GOPC,Golgi apparatus
MRPL47,Mitochondrion
LYRM4,Nucleus
LYRM4,Mitochondrion
BCL2L10,Mitochondrion
BCL2L10,Endoplasmic reticulum
BCL2L10,Cytosol
CHMP1A,Plasma membrane
PTPRH,Cytosol
PTPRH,Plasma membrane
RANGRF,Nucleus
RANGRF,Cytosol
MYO10,Nucleolus
MYO10,Cytosol
MYO10,Plasma membrane
MYO10,Cell cortex
ERVK-5,Plasma membrane
PLAAT1,Nucleus
Q9N2J8,Plasma membrane
Q9N2K0,Plasma membrane
WDR6,Cytosol
WDR6,Plasma membrane
TXNRD2,Mitochondrion
TXNRD2,Cytosol
CD209,Plasma membrane
PRM3,Nucleus
ABCB6,Mitochondrion
ABCB6,Endoplasmic reticulum
ABCB6,Golgi apparatus
ABCB6,Cytosol
ABCB6,Plasma membrane
SLC40A1,Cytosol
SLC40A1,Plasma membrane
ARFGAP3,Golgi apparatus
ARFGAP3,Cytosol
GCM1,Nucleus
ZCCHC17,Nucleolus
MLXIPL,Cytosol
SSU72,Cytosol
ABCB9,Endoplasmic reticulum
ABCB9,Lysosome
VTA1,Cytosol
PNPLA8,Peroxisome
NPHS2,Endoplasmic reticulum
CABP5,Cytosol
MRPS30,Mitochondrion
SLC39A2,Plasma membrane
DYNLRB1,Centrosome
MYOZ1,Nucleus
KCNMB3,Plasma membrane
MMP25,Plasma membrane
MID1IP1,Nucleus
ENY2,Mitochondrion
SAYSD1,Endoplasmic reticulum
CABP2,Golgi apparatus
CABP2,Plasma membrane
PARD6A,Centrosome
GPCPD1,Cytosol
LTB4R2,Plasma membrane
KCNK9,Plasma membrane
EXOSC4,Nucleus
EXOSC4,Cytosol
EXOSC4,Nucleolus
SLCO1B3,Plasma membrane
UBE2T,Nucleolus
NGRN,Mitochondrion
CD320,Endoplasmic reticulum
CD320,Plasma membrane
OSGEP,Nucleus
OSGEP,Cytosol
DMAP1,Nucleus
DMAP1,Cytosol
ADAP2,Plasma membrane
FZD3,Plasma membrane
UBN1,Nucleus
ZDHHC4,Endoplasmic reticulum
ZDHHC4,Golgi apparatus
ZDHHC4,Plasma membrane
ACP6,Mitochondrion
NOX4,Nucleus
NOX4,Nucleolus
NOX4,Endoplasmic reticulum
NOX4,Plasma membrane
IL26,Cytosol
BRD7,Nucleus
BRD7,Cytosol
NMRK2,Plasma membrane
DCP1A,Nucleus
MKKS,Nucleus
MKKS,Centrosome
MKKS,Cytosol
ACOT13,Nucleus
PNRC2,Nucleus
PNRC2,Golgi apparatus
MED4,Nucleus
NXT2,Cytosol
TIMMDC1,Mitochondrion
NLRC4,Cytosol
NLRC4,Plasma membrane
GPR108,Golgi apparatus
CD93,Plasma membrane
SCRT2,Nucleus
ATP13A2,Lysosome
SPINK5,Endoplasmic reticulum
SPINK5,Cytosol
SPINK5,Cell cortex
SLC52A3,Plasma membrane
LZTFL1,Cytosol
MRPL40,Nucleolus
MRPL40,Mitochondrion
PPAN,Nucleus
PPAN,Nucleolus
TRIM36,Cytosol
TRIM36,Plasma membrane
HEYL,Nucleus
TIGAR,Nucleus
TIGAR,Cytosol
ANO2,Plasma membrane
COPRS,Nucleus
COPRS,Cytosol
COPRS,Plasma membrane
A1CF,Nucleus
A1CF,Endoplasmic reticulum
WASH6P,Cytosol
TRPV5,Plasma membrane
TCF7L2,Nucleus
RTN4,Endoplasmic reticulum
CYLD,Centrosome
CYLD,Cytosol
PRSS16,Lysosome
RPRD1B,Nucleus
MIEF1,Mitochondrion
HPS4,Lysosome
XPNPEP3,Mitochondrion
XPNPEP3,Cytosol
RRAGD,Nucleus
RRAGD,Lysosome
RRAGD,Centrosome
PFDN4,Nucleus
PFDN4,Mitochondrion
SLC35C2,Golgi apparatus
KMT5A,Cytosol
NIT2,Centrosome
NIT2,Cytosol
INCENP,Cytosol
EXOSC5,Nucleolus
EXOSC5,Nucleus
EXOSC5,Cytosol
EXOSC3,Nucleus
EXOSC3,Nucleolus
EXOSC3,Cytosol
PRDM11,Nucleus
PRDM11,Cytosol
PRDM10,Nucleus
PRDM8,Nucleus
ANLN,Cell cortex
ANLN,Actin cytoskeleton
XPNPEP1,Cytosol
CNGB3,Plasma membrane
PRDM5,Nucleus
PRDM5,Nucleolus
ZNF331,Nucleus
ITM2C,Lysosome
ITM2C,Golgi apparatus
ITM2C,Plasma membrane
UTP3,Nucleolus
DAZ1,Nucleus
ZC4H2,Nucleus
TCIM,Nucleus
TCIM,Nucleolus
TCIM,Cytosol
TCIM,Plasma membrane
BIRC6,Centrosome
PDLIM7,Actin cytoskeleton
ACSS2,Nucleus
ACSS2,Cytosol
PARP11,Cytosol
PRMT8,Nucleus
PRMT8,Plasma membrane
DIABLO,Mitochondrion
DIABLO,Cytosol
DDX21,Nucleolus
DDX21,Mitochondrion
SAR1A,Cytosol
SH3GLB2,Cytosol
ASH1L,Nucleus
ASH1L,Golgi apparatus
BATF3,Nucleolus
BATF3,Cytosol
MBNL1,Nucleus
MBNL1,Cytosol
ASAH2,Mitochondrion
ASAH2,Golgi apparatus
ASAH2,Plasma membrane
KCNQ5,Plasma membrane
DAZ3,Nucleus
TLR9,Endoplasmic reticulum
TLR9,Plasma membrane
SPHK2,Nucleus
SPHK2,Cytosol
PDGFC,Nucleus
PDGFC,Cytosol
PDGFC,Plasma membrane
SLC17A5,Cytosol
SLC17A5,Plasma membrane
EIF4ENIF1,Nucleus
EIF4ENIF1,Cytosol
SIRT7,Nucleus
SIRT7,Nucleolus
PICK1,Cytosol
PICK1,Plasma membrane
DUOX2,Endoplasmic reticulum
DUOX2,Cytosol
DUOX2,Plasma membrane
DUOX1,Endoplasmic reticulum
DUOX1,Plasma membrane
SH2B1,Nucleus
SDR39U1,Nucleus
AAAS,Nucleus
AAAS,Centrosome
AAAS,Cytosol
YAE1,Nucleus
DISC1,Mitochondrion
DISC1,Centrosome
DISC1,Cytosol
C8ORF17,Nucleus
ABCB10,Mitochondrion
BAZ1A,Nucleus
ZNF277,Nucleus
IL17RB,Plasma membrane
LATS2,Nucleus
LATS2,Cytosol
AASDHPPT,Cytosol
METTL5,Nucleus
METTL5,Nucleolus
METTL5,Cytosol
CMC2,Mitochondrion
STK36,Nucleus
STK36,Cytosol
PLSCR4,Plasma membrane
CDC42SE2,Plasma membrane
DROSHA,Nucleolus
DROSHA,Cytosol
UBQLN4,Nucleus
UBQLN4,Cytosol
INPP5E,Plasma membrane
TMPRSS4,Plasma membrane
SNX15,Nucleolus
SNX15,Cytosol
SNX15,Plasma membrane
RAB6B,Golgi apparatus
RAB6B,Cytosol
APOBEC3C,Nucleus
DUSP22,Plasma membrane
PNO1,Nucleolus
MRPL17,Mitochondrion
PHPT1,Cytosol
PHPT1,Plasma membrane
TMEM167B,Golgi apparatus
INIP,Nucleus
ARHGAP35,Nucleus
ARHGAP35,Plasma membrane
ARHGAP35,Actin cytoskeleton
PLSCR3,Mitochondrion
PLSCR3,Cytosol
PLSCR3,Plasma membrane
PLSCR2,Endoplasmic reticulum
AGPAT3,Endoplasmic reticulum
AGPAT3,Plasma membrane
GLRX2,Nucleus
GLRX2,Mitochondrion
RASSF1,Nucleus
RASSF1,Centrosome
SPANXB1,Nucleus
SPANXA1,Nucleus
CREBZF,Nucleus
CREBZF,Mitochondrion
TOPORS,Nucleus
THSD1,Cytosol
TOMM22,Mitochondrion
MBIP,Nucleolus
MBIP,Cytosol
LANCL2,Nucleus
LANCL2,Cytosol
LANCL2,Plasma membrane
RAD18,Nucleus
RAD18,Centrosome
TM7SF3,Plasma membrane
SLC22A11,Plasma membrane
CTNNBIP1,Nucleus
CTNNBIP1,Cytosol
HOMER2,Cytosol
SALL1,Nucleus
ZNF275,Nucleus
SLC6A13,Plasma membrane
CISH,Plasma membrane
FIRRM,Nucleus
SLX9,Nucleolus
BRWD1,Nucleus
BRWD1,Nucleolus
BRWD1,Cytosol
SAMSN1,Nucleus
SAMSN1,Cytosol
C19ORF12,Mitochondrion
C19ORF12,Endoplasmic reticulum
C19ORF12,Cytosol
SNTG1,Nucleus
TREX1,Cytosol
ATG3,Cytosol
SIRT3,Mitochondrion
ATP8A2,Golgi apparatus
ATP8A2,Plasma membrane
INKA2,Nucleus
INKA2,Nucleolus
SMC4,Cytosol
SACM1L,Golgi apparatus
DEPP1,Mitochondrion
DEPP1,Peroxisome
OLA1,Nucleolus
OLA1,Centrosome
OLA1,Cytosol
CUTC,Nucleus
CUTC,Nucleolus
CUTC,Cytosol
GJB4,Nucleolus
RNF146,Cytosol
RNF146,Plasma membrane
FAM217B,Cytosol
MDN1,Nucleus
MDN1,Nucleolus
MDN1,Cytosol
FOXD4L1,Nucleus
ZBTB40,Nucleus
SERTAD4,Nucleus
ZDHHC18,Golgi apparatus
ABHD10,Mitochondrion
ABHD10,Cytosol
MBNL3,Cytosol
STAU2,Nucleolus
STAU2,Endoplasmic reticulum
SHFL,Nucleus
SHFL,Cytosol
DDX28,Nucleolus
DDX28,Mitochondrion
DDX28,Cytosol
SLC39A9,Nucleus
SLC39A9,Mitochondrion
SLC39A9,Plasma membrane
TMEM106B,Lysosome
TMEM106B,Plasma membrane
LIN7C,Plasma membrane
AGPAT5,Nucleolus
AGPAT5,Mitochondrion
SPATS2L,Nucleolus
SPATS2L,Cytosol
UFSP2,Endoplasmic reticulum
CYRIB,Mitochondrion
AP5S1,Lysosome
AP5S1,Cytosol
ABCB8,Nucleolus
ABCB8,Mitochondrion
GIMAP4,Cytosol
TDP1,Plasma membrane
TBC1D23,Golgi apparatus
TBC1D23,Cytosol
DCAF13,Nucleolus
DCAF13,Centrosome
DCAF13,Cytosol
TMEM100,Endoplasmic reticulum
TMEM100,Plasma membrane
IMP3,Nucleus
IMP3,Nucleolus
EXOC1,Plasma membrane
INTS9,Nucleus
INTS9,Cytosol
NDFIP2,Mitochondrion
NDFIP2,Endoplasmic reticulum
NDFIP2,Golgi apparatus
TMEM30A,Endoplasmic reticulum
TMEM30A,Plasma membrane
MED17,Nucleus
SETD4,Nucleus
SETD4,Cytosol
PARVA,Nucleus
PARVA,Cytosol
PARVA,Plasma membrane
PARVA,Actin cytoskeleton
TBC1D13,Cytosol
EXD2,Mitochondrion
DNAJC11,Mitochondrion
INTS7,Nucleus
TMLHE,Mitochondrion
FANCI,Cytosol
ATAD3A,Mitochondrion
ARL8B,Lysosome
ARL8B,Cytosol
PRMT7,Nucleus
PRMT7,Cytosol
INTS13,Nucleus
RIC8B,Centrosome
RIC8B,Cytosol
RIC8B,Plasma membrane
